order_id;item_id;product_id;quantity;list_price;discount;;;;;;2.285.419,32;; 14.874.687,18 
257;4;15;1;529,99;0,1;;;;740; 4.029,96 ; 0,72 ;;
258;1;8;2;1799,99;0,05;;;;741; 11.069,96 ; 0,24 ;;
258;2;4;1;2899,99;0,07;;;;742; 1.286,98 ; 0,12 ;;
258;3;19;1;449;0,07;;;;743; 761,99 ; 0,05 ;;
258;4;18;1;449;0,05;;;;744; 469,99 ; 0,20 ;;
259;1;26;1;599,99;0,05;;;;745; 1.217,97 ; 0,35 ;;
259;2;6;2;469,99;0,1;;;;746; 299,99 ; 0,10 ;;
259;3;2;2;749,99;0,2;;;;747; 2.190,96 ; 0,44 ;;
259;4;4;1;2899,99;0,1;;;;748; 3.052,96 ; 0,42 ;;
260;1;23;2;299,99;0,2;;;;749; 11.452,95 ; 0,57 ;;
260;2;10;1;1549;0,2;;;;750; 1.267,98 ; 0,15 ;;
260;3;24;2;549,99;0,2;;;;751; 869,99 ; 0,05 ;;
261;1;16;2;599,99;0,05;;;;752; 2.182,98 ; 0,10 ;;
261;2;14;1;269,99;0,1;;;;753; 5.917,95 ; 0,64 ;;
261;3;17;2;429;0,1;;;;754; 6.240,95 ; 0,44 ;;
262;1;2;1;749,99;0,07;;;;755; 8.061,97 ; 0,22 ;;
262;2;9;2;2999,99;0,05;;;;756; 918,99 ; 0,15 ;;
263;1;9;1;2999,99;0,07;;;;757; 299,99 ; 0,10 ;;
263;2;3;1;999,99;0,2;;;;758; 2.333,95 ; 0,51 ;;
263;3;2;2;749,99;0,05;;;;759; 857,98 ; 0,12 ;;
264;1;10;1;1549;0,2;;;;760; 1.269,98 ; 0,14 ;;
264;2;24;2;549,99;0,05;;;;761; 6.175,98 ; 0,27 ;;
264;3;15;2;529,99;0,1;;;;762; 489,99 ; 0,05 ;;
264;4;3;2;999,99;0,07;;;;763; 761,98 ; 0,17 ;;
265;1;9;2;2999,99;0,2;;;;764; 4.099,97 ; 0,19 ;;
266;1;6;2;469,99;0,07;;;;765; 4.646,95 ; 0,72 ;;
266;2;19;1;449;0,2;;;;766; 470,99 ; 0,20 ;;
266;3;25;1;499,99;0,05;;;;767; 6.769,96 ; 0,27 ;;
267;1;22;2;269,99;0,2;;;;768; 1.932,98 ; 0,40 ;;
267;2;23;2;299,99;0,1;;;;769; 3.102,97 ; 0,22 ;;
267;3;24;1;549,99;0,1;;;;770; 5.003,96 ; 0,50 ;;
267;4;7;2;3999,99;0,07;;;;771; 459,98 ; 0,40 ;;
267;5;21;1;269,99;0,05;;;;772; 551,99 ; 0,07 ;;
268;1;7;1;3999,99;0,05;;;;773; 1.378,97 ; 0,42 ;;
268;2;6;2;469,99;0,2;;;;774; 7.529,95 ; 0,45 ;;
268;3;9;1;2999,99;0,1;;;;775; 1.499,99 ; 0,07 ;;
269;1;5;1;1320,99;0,07;;;;776; 6.049,96 ; 0,60 ;;
269;2;23;2;299,99;0,07;;;;777; 6.070,97 ; 0,60 ;;
269;3;18;1;449;0,05;;;;779; 7.979,95 ; 0,85 ;;
269;4;3;1;999,99;0,05;;;;780; 469,99 ; 0,10 ;;
270;1;25;2;499,99;0,2;;;;781; 6.416,97 ; 0,35 ;;
270;2;15;1;529,99;0,1;;;;782; 3.499,96 ; 0,41 ;;
271;1;11;2;1680,99;0,07;;;;783; 1.729,96 ; 0,40 ;;
271;2;6;2;469,99;0,05;;;;784; 1.489,97 ; 0,37 ;;
271;3;13;1;269,99;0,1;;;;785; 8.099,97 ; 0,34 ;;
271;4;7;2;3999,99;0,1;;;;786; 761,99 ; 0,05 ;;
272;1;2;2;749,99;0,07;;;;787; 6.750,98 ; 0,17 ;;
272;2;11;1;1680,99;0,07;;;;788; 2.218,98 ; 0,35 ;;
273;1;21;1;269,99;0,1;;;;789; 699,98 ; 0,27 ;;
274;1;11;2;1680,99;0,05;;;;790; 3.849,98 ; 0,17 ;;
274;2;25;2;499,99;0,1;;;;791; 3.699,98 ; 0,27 ;;
274;3;9;2;2999,99;0,07;;;;792; 9.349,95 ; 0,85 ;;
275;1;18;1;449;0,05;;;;793; 2.459,97 ; 0,15 ;;
275;2;25;1;499,99;0,1;;;;794; 4.848,97 ; 0,42 ;;
275;3;7;2;3999,99;0,05;;;;795; 599,98 ; 0,10 ;;
276;1;3;2;999,99;0,2;;;;796; 469,99 ; 0,20 ;;
276;2;17;1;429;0,05;;;;797; 9.237,95 ; 0,37 ;;
276;3;9;2;2999,99;0,07;;;;798; 3.759,95 ; 0,47 ;;
277;1;20;2;599,99;0,2;;;;799; 11.290,95 ; 0,39 ;;
277;2;6;2;469,99;0,2;;;;800; 5.192,95 ; 0,37 ;;
277;3;13;2;269,99;0,1;;;;801; 339,99 ; 0,07 ;;
278;1;16;1;599,99;0,2;;;;802; 9.332,96 ; 0,40 ;;
278;2;19;2;449;0,07;;;;803; 1.986,96 ; 0,24 ;;
278;3;13;1;269,99;0,07;;;;804; 6.959,97 ; 0,32 ;;
278;4;11;2;1680,99;0,07;;;;805; 5.459,95 ; 0,57 ;;
279;1;25;1;499,99;0,07;;;;806; 2.369,95 ; 0,67 ;;
280;1;25;1;499,99;0,07;;;;807; 5.339,95 ; 0,74 ;;
280;2;26;2;599,99;0,07;;;;808; 1.577,98 ; 0,20 ;;
280;3;13;1;269,99;0,07;;;;809; 1.457,97 ; 0,40 ;;
281;1;22;1;269,99;0,07;;;;811; 4.980,96 ; 0,44 ;;
281;2;14;2;269,99;0,1;;;;812; 5.299,98 ; 0,30 ;;
281;3;7;2;3999,99;0,07;;;;813; 2.166,95 ; 0,62 ;;
282;1;20;1;599,99;0,07;;;;814; 1.403,96 ; 0,45 ;;
282;2;7;2;3999,99;0,07;;;;815; 1.513,96 ; 0,57 ;;
282;3;3;2;999,99;0,05;;;;816; 1.089,98 ; 0,30 ;;
282;4;16;2;599,99;0,07;;;;817; 2.363,97 ; 0,17 ;;
283;1;9;1;2999,99;0,05;;;;818; 3.040,97 ; 0,22 ;;
283;2;16;2;599,99;0,2;;;;819; 249,99 ; 0,20 ;;
284;1;24;2;549,99;0,2;;;;820; 416,99 ; 0,05 ;;
284;2;20;1;599,99;0,2;;;;821; 2.036,96 ; 0,52 ;;
285;1;16;2;599,99;0,05;;;;822; 1.369,98 ; 0,25 ;;
285;2;12;1;549,99;0,05;;;;823; 6.749,97 ; 0,47 ;;
285;3;2;1;749,99;0,1;;;;824; 209,99 ; 0,10 ;;
286;1;26;2;599,99;0,2;;;;825; 1.448,99 ; 0,30 ;;
286;2;21;2;269,99;0,07;;;;826; 1.702,98 ; 0,30 ;;
286;3;16;2;599,99;0,1;;;;827; 9.719,96 ; 0,65 ;;
286;4;7;1;3999,99;0,1;;;;828; 3.749,97 ; 0,47 ;;
287;1;5;1;1320,99;0,2;;;;829; 1.085,98 ; 0,30 ;;
287;2;10;1;1549;0,05;;;;830; 1.169,97 ; 0,47 ;;
287;3;2;1;749,99;0,05;;;;831; 2.381,97 ; 0,50 ;;
287;4;20;1;599,99;0,05;;;;832; 5.669,96 ; 0,42 ;;
288;1;4;1;2899,99;0,2;;;;833; 599,99 ; 0,05 ;;
288;2;10;1;1549;0,1;;;;834; 4.117,97 ; 0,32 ;;
288;3;7;2;3999,99;0,05;;;;835; 1.756,97 ; 0,32 ;;
289;1;13;1;269,99;0,07;;;;836; 449,99 ; 0,20 ;;
289;2;24;1;549,99;0,2;;;;837; 7.039,97 ; 0,35 ;;
289;3;17;1;429;0,2;;;;838; 4.885,97 ; 0,32 ;;
290;1;2;2;749,99;0,07;;;;839; 8.029,97 ; 0,22 ;;
290;2;5;2;1320,99;0,07;;;;840; 6.749,97 ; 0,34 ;;
290;3;21;1;269,99;0,1;;;;841; 5.650,95 ; 0,67 ;;
291;1;6;2;469,99;0,05;;;;842; 3.399,98 ; 0,17 ;;
291;2;21;2;269,99;0,07;;;;843; 2.619,96 ; 0,37 ;;
292;1;18;2;449;0,1;;;;844; 6.102,95 ; 0,62 ;;
292;2;4;1;2899,99;0,07;;;;845; 2.739,95 ; 0,70 ;;
292;3;10;2;1549;0,05;;;;846; 8.298,95 ; 0,34 ;;
293;1;19;2;449;0,05;;;;847; 4.999,99 ; 0,05 ;;
293;2;6;1;469,99;0,2;;;;848; 2.359,96 ; 0,54 ;;
294;1;18;1;449;0,2;;;;849; 416,99 ; 0,20 ;;
294;2;14;1;269,99;0,2;;;;850; 2.040,97 ; 0,21 ;;
294;3;7;2;3999,99;0,05;;;;851; 1.209,98 ; 0,25 ;;
294;4;25;2;499,99;0,2;;;;852; 1.409,99 ; 0,07 ;;
295;1;22;2;269,99;0,07;;;;853; 8.939,95 ; 0,70 ;;
296;1;25;2;499,99;0,07;;;;854; 189,99 ; 0,10 ;;
296;2;12;2;549,99;0,1;;;;855; 868,98 ; 0,50 ;;
296;3;11;2;1680,99;0,1;;;;856; 549,99 ; 0,05 ;;
296;4;9;1;2999,99;0,2;;;;857; 999,99 ; 0,20 ;;
297;1;4;2;2899,99;0,2;;;;858; 3.210,96 ; 0,54 ;;
298;1;23;1;299,99;0,2;;;;859; 2.339,95 ; 0,47 ;;
298;2;6;2;469,99;0,05;;;;860; 6.819,95 ; 0,57 ;;
298;3;22;1;269,99;0,2;;;;861; 3.769,98 ; 0,27 ;;
298;4;9;1;2999,99;0,07;;;;862; 4.129,97 ; 0,32 ;;
298;5;14;2;269,99;0,1;;;;863; 209,99 ; 0,10 ;;
299;1;11;2;1680,99;0,05;;;;864; 996,97 ; 0,35 ;;
299;2;10;2;1549;0,2;;;;865; 886,98 ; 0,15 ;;
300;1;16;2;599,99;0,1;;;;866; 1.472,96 ; 0,41 ;;
300;2;9;2;2999,99;0,1;;;;867; 339,99 ; 0,05 ;;
300;3;10;1;1549;0,1;;;;868; 1.409,99 ; 0,07 ;;
300;4;11;2;1680,99;0,2;;;;869; 7.966,95 ; 0,55 ;;
301;1;6;1;469,99;0,05;;;;870; 3.499,99 ; 0,07 ;;
301;2;22;1;269,99;0,1;;;;871; 2.416,96 ; 0,55 ;;
302;1;24;2;549,99;0,2;;;;872; 4.249,98 ; 0,17 ;;
302;2;18;2;449;0,07;;;;873; 469,99 ; 0,10 ;;
302;3;2;2;749,99;0,2;;;;874; 8.049,96 ; 0,27 ;;
303;1;8;2;1799,99;0,05;;;;875; 2.591,96 ; 0,42 ;;
303;2;24;2;549,99;0,05;;;;876; 1.446,97 ; 0,52 ;;
304;1;10;1;1549;0,05;;;;877; 1.301,98 ; 0,17 ;;
304;2;7;2;3999,99;0,1;;;;878; 1.740,97 ; 0,55 ;;
304;3;20;1;599,99;0,1;;;;879; 2.049,96 ; 0,54 ;;
305;1;10;1;1549;0,07;;;;880; 4.971,95 ; 0,67 ;;
305;2;6;1;469,99;0,1;;;;881; 7.230,96 ; 0,42 ;;
305;3;3;2;999,99;0,2;;;;882; 5.949,97 ; 0,34 ;;
306;1;10;1;1549;0,2;;;;883; 1.860,98 ; 0,10 ;;
306;2;22;1;269,99;0,07;;;;884; 7.145,96 ; 0,47 ;;
307;1;15;2;529,99;0,05;;;;886; 6.299,98 ; 0,10 ;;
308;1;7;1;3999,99;0,1;;;;887; 6.659,98 ; 0,15 ;;
308;2;18;2;449;0,2;;;;888; 1.069,98 ; 0,30 ;;
308;3;14;1;269,99;0,2;;;;889; 549,99 ; 0,10 ;;
309;1;3;1;999,99;0,05;;;;890; 2.607,95 ; 0,45 ;;
309;2;12;1;549,99;0,05;;;;891; 7.719,96 ; 0,35 ;;
310;1;7;2;3999,99;0,07;;;;892; 10.022,96 ; 0,42 ;;
310;2;14;2;269,99;0,1;;;;893; 1.120,98 ; 0,12 ;;
310;3;5;2;1320,99;0,2;;;;894; 339,99 ; 0,20 ;;
310;4;8;1;1799,99;0,2;;;;895; 449,99 ; 0,07 ;;
311;1;17;2;429;0,05;;;;896; 1.898,99 ; 0,10 ;;
311;2;5;2;1320,99;0,2;;;;897; 883,98 ; 0,10 ;;
312;1;24;2;549,99;0,05;;;;898; 3.886,96 ; 0,54 ;;
312;2;14;2;269,99;0,07;;;;899; 3.498,98 ; 0,40 ;;
312;3;16;2;599,99;0,05;;;;900; 8.759,95 ; 0,44 ;;
313;1;4;1;2899,99;0,07;;;;901; 11.299,98 ; 0,27 ;;
313;2;10;2;1549;0,07;;;;902; 1.609,96 ; 0,39 ;;
314;1;5;1;1320,99;0,07;;;;903; 3.132,98 ; 0,12 ;;
314;2;9;1;2999,99;0,05;;;;904; 7.812,96 ; 0,57 ;;
314;3;22;2;269,99;0,2;;;;905; 6.650,96 ; 0,55 ;;
314;4;7;2;3999,99;0,07;;;;906; 4.969,95 ; 0,62 ;;
315;1;11;1;1680,99;0,2;;;;907; 456,98 ; 0,14 ;;
315;2;9;1;2999,99;0,1;;;;908; 2.209,97 ; 0,40 ;;
316;1;2;2;749,99;0,2;;;;909; 1.320,99 ; 0,20 ;;
316;2;16;2;599,99;0,1;;;;910; 299,99 ; 0,10 ;;
316;3;20;1;599,99;0,1;;;;911; 4.550,96 ; 0,35 ;;
316;4;19;1;449;0,2;;;;912; 1.776,96 ; 0,50 ;;
316;5;17;1;429;0,05;;;;913; 759,98 ; 0,15 ;;
317;1;10;1;1549;0,2;;;;914; 3.009,96 ; 0,42 ;;
317;2;22;1;269,99;0,05;;;;915; 5.039,96 ; 0,39 ;;
317;3;15;1;529,99;0,05;;;;916; 209,99 ; 0,20 ;;
317;4;13;2;269,99;0,2;;;;917; 1.469,99 ; 0,07 ;;
318;1;13;2;269,99;0,1;;;;918; 4.882,97 ; 0,37 ;;
318;2;25;2;499,99;0,2;;;;919; 4.539,98 ; 0,17 ;;
318;3;9;1;2999,99;0,05;;;;920; 3.209,96 ; 0,24 ;;
319;1;11;1;1680,99;0,07;;;;921; 2.899,97 ; 0,37 ;;
319;2;21;1;269,99;0,2;;;;922; 1.349,97 ; 0,50 ;;
319;3;15;2;529,99;0,1;;;;923; 909,98 ; 0,15 ;;
319;4;23;1;299,99;0,05;;;;925; 3.849,98 ; 0,27 ;;
320;1;2;1;749,99;0,1;;;;926; 379,99 ; 0,20 ;;
321;1;4;2;2899,99;0,2;;;;927; 13.339,95 ; 0,57 ;;
321;2;12;2;549,99;0,2;;;;928; 566,98 ; 0,25 ;;
321;3;26;1;599,99;0,2;;;;929; 4.709,97 ; 0,35 ;;
321;4;23;2;299,99;0,2;;;;930; 14.566,95 ; 0,39 ;;
322;1;13;2;269,99;0,2;;;;931; 3.799,98 ; 0,27 ;;
322;2;21;1;269,99;0,07;;;;932; 439,99 ; 0,05 ;;
323;1;13;2;269,99;0,07;;;;933; 1.669,97 ; 0,32 ;;
323;2;26;2;599,99;0,1;;;;934; 13.281,96 ; 0,47 ;;
324;1;2;2;749,99;0,1;;;;936; 1.199,98 ; 0,17 ;;
324;2;17;1;429;0,2;;;;937; 14.700,95 ; 0,51 ;;
324;3;22;2;269,99;0,2;;;;938; 3.169,98 ; 0,10 ;;
324;4;19;1;449;0,05;;;;939; 1.737,98 ; 0,30 ;;
324;5;12;1;549,99;0,05;;;;940; 599,99 ; 0,20 ;;
325;1;7;1;3999,99;0,05;;;;941; 2.670,97 ; 0,22 ;;
325;2;12;1;549,99;0,2;;;;942; 2.835,95 ; 0,32 ;;
325;3;6;2;469,99;0,2;;;;943; 1.159,98 ; 0,40 ;;
326;1;12;1;549,99;0,1;;;;944; 3.006,95 ; 0,64 ;;
326;2;23;1;299,99;0,07;;;;945; 7.793,95 ; 0,45 ;;
327;1;12;2;549,99;0,07;;;;946; 13.599,95 ; 0,62 ;;
327;2;13;1;269,99;0,07;;;;947; 3.309,97 ; 0,19 ;;
327;3;4;1;2899,99;0,05;;;;948; 2.069,95 ; 0,90 ;;
328;1;6;2;469,99;0,1;;;;949; 5.699,98 ; 0,15 ;;
329;1;14;2;269,99;0,07;;;;950; 5.499,99 ; 0,05 ;;
329;2;8;2;1799,99;0,05;;;;951; 11.399,97 ; 0,40 ;;
329;3;23;1;299,99;0,2;;;;952; 2.599,98 ; 0,12 ;;
329;4;17;1;429;0,07;;;;953; 299,99 ; 0,07 ;;
329;5;26;2;599,99;0,05;;;;954; 2.899,99 ; 0,10 ;;
330;1;21;2;269,99;0,05;;;;955; 10.972,95 ; 0,47 ;;
331;1;17;2;429;0,1;;;;956; 2.022,95 ; 0,70 ;;
332;1;18;2;449;0,05;;;;957; 2.101,95 ; 0,29 ;;
333;1;18;2;449;0,07;;;;958; 6.799,98 ; 0,30 ;;
333;2;8;2;1799,99;0,05;;;;959; 2.966,96 ; 0,42 ;;
333;3;3;1;999,99;0,2;;;;960; 3.275,96 ; 0,30 ;;
334;1;16;2;599,99;0,2;;;;961; 6.180,97 ; 0,37 ;;
334;2;9;1;2999,99;0,05;;;;962; 836,98 ; 0,14 ;;
334;3;3;2;999,99;0,05;;;;963; 2.899,99 ; 0,07 ;;
335;1;6;1;469,99;0,1;;;;964; 649,98 ; 0,40 ;;
335;2;2;2;749,99;0,1;;;;965; 209,99 ; 0,10 ;;
335;3;21;1;269,99;0,07;;;;966; 939,98 ; 0,12 ;;
336;1;4;1;2899,99;0,1;;;;967; 1.792,96 ; 0,55 ;;
336;2;12;1;549,99;0,2;;;;968; 6.738,98 ; 0,30 ;;
337;1;18;1;449;0,05;;;;969; 1.272,98 ; 0,30 ;;
337;2;4;1;2899,99;0,05;;;;970; 5.479,96 ; 0,40 ;;
338;1;6;2;469,99;0,07;;;;971; 3.906,95 ; 0,44 ;;
338;2;10;1;1549;0,07;;;;972; 3.989,98 ; 0,27 ;;
338;3;22;1;269,99;0,1;;;;973; 11.116,96 ; 0,32 ;;
338;4;11;2;1680,99;0,07;;;;974; 739,98 ; 0,30 ;;
338;5;9;1;2999,99;0,05;;;;975; 470,99 ; 0,20 ;;
339;1;13;1;269,99;0,1;;;;976; 2.099,98 ; 0,17 ;;
339;2;15;2;529,99;0,05;;;;977; 3.054,96 ; 0,25 ;;
340;1;11;1;1680,99;0,05;;;;978; 1.399,97 ; 0,30 ;;
340;2;24;1;549,99;0,05;;;;979; 4.542,96 ; 0,55 ;;
340;3;13;2;269,99;0,1;;;;980; 6.989,97 ; 0,40 ;;
340;4;12;2;549,99;0,07;;;;981; 7.235,95 ; 0,39 ;;
340;5;10;2;1549;0,1;;;;982; 6.616,96 ; 0,29 ;;
341;1;23;2;299,99;0,05;;;;983; 5.839,95 ; 0,49 ;;
342;1;26;1;599,99;0,07;;;;984; 2.570,96 ; 0,70 ;;
342;2;9;1;2999,99;0,2;;;;985; 4.568,97 ; 0,32 ;;
342;3;16;2;599,99;0,1;;;;986; 1.437,97 ; 0,22 ;;
343;1;20;2;599,99;0,2;;;;987; 8.821,97 ; 0,37 ;;
343;2;25;1;499,99;0,05;;;;988; 1.932,97 ; 0,34 ;;
343;3;5;2;1320,99;0,05;;;;989; 3.390,95 ; 0,42 ;;
343;4;10;1;1549;0,1;;;;990; 2.089,96 ; 0,50 ;;
344;1;22;1;269,99;0,05;;;;991; 3.872,97 ; 0,60 ;;
344;2;18;2;449;0,07;;;;992; 6.299,95 ; 0,62 ;;
344;3;14;1;269,99;0,2;;;;993; 8.084,96 ; 0,52 ;;
345;1;18;2;449;0,1;;;;994; 1.500,97 ; 0,37 ;;
345;2;24;2;549,99;0,07;;;;995; 1.149,97 ; 0,40 ;;
346;1;13;1;269,99;0,07;;;;996; 919,98 ; 0,10 ;;
346;2;23;1;299,99;0,2;;;;997; 953,97 ; 0,34 ;;
346;3;21;1;269,99;0,1;;;;998; 1.133,98 ; 0,25 ;;
346;4;15;1;529,99;0,05;;;;999; 1.109,98 ; 0,12 ;;
346;5;18;2;449;0,05;;;;1000; 2.266,97 ; 0,27 ;;
347;1;23;1;299,99;0,07;;;;1001; 6.960,96 ; 0,27 ;;
348;1;5;2;1320,99;0,05;;;;1002; 2.842,96 ; 0,45 ;;
348;2;15;2;529,99;0,07;;;;1003; 6.969,98 ; 0,10 ;;
349;1;20;2;599,99;0,2;;;;1004; 832,99 ; 0,10 ;;
350;1;6;2;469,99;0,05;;;;1005; 1.669,97 ; 0,40 ;;
350;2;20;1;599,99;0,07;;;;1006; 8.306,95 ; 0,44 ;;
350;3;3;1;999,99;0,07;;;;1007; 3.360,95 ; 0,65 ;;
351;1;4;2;2899,99;0,05;;;;1008; 1.466,97 ; 0,37 ;;
351;2;24;2;549,99;0,1;;;;1009; 839,98 ; 0,14 ;;
351;3;20;1;599,99;0,2;;;;1011; 1.539,96 ; 0,65 ;;
351;4;22;2;269,99;0,07;;;;1012; 2.289,98 ; 0,27 ;;
352;1;11;1;1680,99;0,2;;;;1013; 1.559,99 ; 0,05 ;;
352;2;14;1;269,99;0,2;;;;1014; 4.919,96 ; 0,40 ;;
353;1;2;2;749,99;0,2;;;;1015; 1.829,96 ; 0,60 ;;
354;1;21;1;269,99;0,2;;;;1016; 299,99 ; 0,07 ;;
354;2;19;1;449;0,05;;;;1017; 2.608,96 ; 0,77 ;;
355;1;16;1;599,99;0,1;;;;1018; 999,97 ; 0,37 ;;
355;2;14;2;269,99;0,07;;;;1019; 2.465,96 ; 0,55 ;;
356;1;23;2;299,99;0,05;;;;1021; 3.799,98 ; 0,14 ;;
356;2;4;1;2899,99;0,05;;;;1022; 3.547,96 ; 0,44 ;;
356;3;13;1;269,99;0,05;;;;1023; 5.649,98 ; 0,17 ;;
357;1;17;2;429;0,05;;;;1024; 4.171,95 ; 0,75 ;;
357;2;21;2;269,99;0,07;;;;1025; 2.980,95 ; 0,37 ;;
357;3;24;1;549,99;0,07;;;;1026; 3.999,99 ; 0,07 ;;
357;4;9;1;2999,99;0,05;;;;1027; 569,98 ; 0,15 ;;
358;1;21;2;269,99;0,1;;;;1028; 4.772,96 ; 0,80 ;;
358;2;6;2;469,99;0,07;;;;1029; 8.749,96 ; 0,60 ;;
358;3;8;2;1799,99;0,05;;;;1030; 3.168,98 ; 0,25 ;;
358;4;18;2;449;0,1;;;;1031; 1.449,98 ; 0,40 ;;
359;1;15;2;529,99;0,07;;;;1032; 1.988,99 ; 0,20 ;;
359;2;9;2;2999,99;0,07;;;;1033; 2.016,97 ; 0,24 ;;
359;3;7;2;3999,99;0,2;;;;1034; 4.090,96 ; 0,32 ;;
360;1;26;1;599,99;0,05;;;;1035; 349,99 ; 0,20 ;;
360;2;7;2;3999,99;0,2;;;;1036; 4.345,96 ; 0,62 ;;
360;3;13;2;269,99;0,05;;;;1037; 2.106,95 ; 0,46 ;;
360;4;25;1;499,99;0,1;;;;1038; 3.149,98 ; 0,12 ;;
361;1;24;2;549,99;0,05;;;;1039; 449,00 ; 0,20 ;;
361;2;6;2;469,99;0,1;;;;1040; 6.139,95 ; 0,49 ;;
361;3;11;1;1680,99;0,1;;;;1041; 5.459,97 ; 0,27 ;;
362;1;2;1;749,99;0,07;;;;1042; 299,99 ; 0,10 ;;
363;1;21;2;269,99;0,1;;;;1043; 3.299,98 ; 0,17 ;;
363;2;14;1;269,99;0,07;;;;1044; 349,99 ; 0,10 ;;
363;3;15;1;529,99;0,1;;;;1045; 2.981,98 ; 0,10 ;;
363;4;20;1;599,99;0,2;;;;1046; 4.331,96 ; 0,36 ;;
364;1;25;2;499,99;0,05;;;;1048; 1.629,97 ; 0,25 ;;
365;1;24;2;549,99;0,07;;;;1049; 6.981,96 ; 0,37 ;;
366;1;21;1;269,99;0,1;;;;1050; 1.789,96 ; 0,57 ;;
366;2;4;1;2899,99;0,07;;;;1051; 1.409,99 ; 0,20 ;;
366;3;16;2;599,99;0,2;;;;1052; 5.151,97 ; 0,17 ;;
367;1;26;2;599,99;0,1;;;;1053; 5.599,95 ; 0,60 ;;
367;2;14;1;269,99;0,05;;;;1054; 1.432,98 ; 0,15 ;;
367;3;10;2;1549;0,05;;;;1055; 7.899,95 ; 0,67 ;;
368;1;5;1;1320,99;0,2;;;;1056; 999,99 ; 0,05 ;;
368;2;10;2;1549;0,2;;;;1057; 1.373,97 ; 0,30 ;;
368;3;21;2;269,99;0,1;;;;1058; 6.851,97 ; 0,22 ;;
368;4;19;1;449;0,05;;;;1059; 5.679,97 ; 0,22 ;;
369;1;10;2;1549;0,07;;;;1060; 11.680,96 ; 0,29 ;;
370;1;25;2;499,99;0,05;;;;1061; 718,99 ; 0,17 ;;
370;2;4;2;2899,99;0,1;;;;1062; 2.611,96 ; 0,50 ;;
371;1;14;1;269,99;0,2;;;;1063; 1.579,97 ; 0,37 ;;
371;2;12;1;549,99;0,2;;;;1064; 3.948,99 ; 0,17 ;;
372;1;11;1;1680,99;0,05;;;;1065; 5.551,97 ; 0,19 ;;
372;2;14;2;269,99;0,1;;;;1066; 2.489,97 ; 0,25 ;;
372;3;5;1;1320,99;0,1;;;;1067; 4.529,96 ; 0,57 ;;
373;1;8;2;1799,99;0,05;;;;1068; 5.219,96 ; 0,80 ;;
373;2;22;1;269,99;0,1;;;;1069; 626,98 ; 0,17 ;;
373;3;19;2;449;0,2;;;;1070; 1.169,98 ; 0,35 ;;
373;4;12;1;549,99;0,1;;;;1071; 499,99 ; 0,20 ;;
373;5;13;1;269,99;0,1;;;;1073; 1.969,97 ; 0,47 ;;
374;1;10;1;1549;0,1;;;;1075; 1.970,98 ; 0,15 ;;
374;2;7;1;3999,99;0,07;;;;1076; 1.539,97 ; 0,24 ;;
375;1;21;2;269,99;0,05;;;;1077; 1.559,99 ; 0,05 ;;
375;2;2;2;749,99;0,05;;;;1078; 4.558,96 ; 0,64 ;;
375;3;4;2;2899,99;0,07;;;;1079; 659,99 ; 0,07 ;;
375;4;12;2;549,99;0,05;;;;1080; 13.252,95 ; 0,60 ;;
376;1;2;2;749,99;0,07;;;;1081; 875,99 ; 0,10 ;;
376;2;23;2;299,99;0,1;;;;1082; 999,99 ; 0,20 ;;
377;1;8;1;1799,99;0,05;;;;1083; 6.616,96 ; 0,57 ;;
377;2;14;1;269,99;0,07;;;;1084; 4.056,95 ; 0,47 ;;
378;1;26;2;599,99;0,05;;;;1085; 1.180,97 ; 0,40 ;;
379;1;9;1;2999,99;0,07;;;;1086; 4.670,96 ; 0,49 ;;
379;2;16;1;599,99;0,2;;;;1087; 4.306,95 ; 0,51 ;;
380;1;16;1;599,99;0,05;;;;1088; 2.792,96 ; 0,47 ;;
380;2;11;2;1680,99;0,05;;;;1090; 439,99 ; 0,20 ;;
381;1;21;2;269,99;0,07;;;;1091; 6.298,98 ; 0,25 ;;
382;1;8;1;1799,99;0,1;;;;1092; 2.668,97 ; 0,42 ;;
382;2;9;1;2999,99;0,1;;;;1093; 1.508,98 ; 0,27 ;;
382;3;13;1;269,99;0,07;;;;1094; 3.064,96 ; 0,50 ;;
383;1;19;1;449;0,07;;;;1095; 9.810,95 ; 0,60 ;;
383;2;22;2;269,99;0,05;;;;1096; 1.680,99 ; 0,10 ;;
383;3;13;1;269,99;0,1;;;;1097; 2.521,96 ; 0,44 ;;
383;4;21;2;269,99;0,05;;;;1098; 189,99 ; 0,10 ;;
383;5;14;1;269,99;0,1;;;;1099; 2.379,96 ; 0,32 ;;
384;1;20;1;599,99;0,1;;;;1100; 3.549,98 ; 0,15 ;;
384;2;21;2;269,99;0,2;;;;1101; 7.033,98 ; 0,12 ;;
384;3;8;1;1799,99;0,05;;;;1102; 349,99 ; 0,07 ;;
384;4;15;1;529,99;0,1;;;;1103; 1.859,98 ; 0,40 ;;
384;5;4;1;2899,99;0,2;;;;1104; 7.150,97 ; 0,34 ;;
385;1;21;1;269,99;0,07;;;;1105; 7.892,97 ; 0,32 ;;
385;2;7;2;3999,99;0,2;;;;1106; 349,99 ; 0,10 ;;
385;3;26;2;599,99;0,05;;;;1107; 6.769,98 ; 0,40 ;;
386;1;8;1;1799,99;0,2;;;;1108; 1.893,97 ; 0,19 ;;
